Word based distribution,Body tags in source,File Extention,Frame tag present,Exec() Function,Is www present,Dots,Is Pronounceable,Levenshtein Distance,Entropy,Tilde,Domain to URL Ratio,At Character,mailto: present,Uppercase to LowercaseRatio,Total links,Is domain suspicious,Numeric Character,Google Search Feature,ASN updation date,Ampersand,Question Mark,Percentage Character,Label
1,1,0,1,0,1,2,0,0,3.82823750184296,0,0.703703703703704,0,1,0.0,128,76,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.95905708166975,0,0.405405405405405,0,1,0.0,8,2,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.75326968951511,0,0.68,0,1,0.0,124,27,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,4.04394270791827,0,0.825,0,0,0.0,43,43,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.95006375643621,0,0.730769230769231,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,3.96322741509314,0,0.446808510638298,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,2,0,0,3.60538854220753,0,0.666666666666667,0,1,0.0,37,12,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.82469873517385,0,0.78125,0,0,0.0,52,160,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,3.82393489628406,0,0.666666666666667,0,0,0.0,115,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.66957674631639,0,0.733333333333333,0,0,0.0,0,2,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.61333731404531,0,0.692307692307692,0,1,0.0,159,19,0,0,1,0,0,0,0
1,1,0,1,2,1,3,0,0,3.8697704638921,0,0.377777777777778,0,0,0.0,509,87,1,0,1,0,0,0,0
1,0,0,0,0,0,4,0,0,3.98228923749333,0,0.805555555555556,0,0,0.0,0,0,4,0,1,0,0,0,0
1,0,0,1,0,1,2,0,0,3.34643934467102,0,0.6,0,1,0.0,22,21,0,0,1,0,0,0,0
1,0,0,0,0,0,5,0,0,4.55095260950462,0,0.243243243243243,0,0,0.0,0,0,8,0,0,0,0,0,0
1,1,0,1,0,1,2,0,0,3.89542387028032,0,0.764705882352941,0,0,0.0,123,401,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.07097902781297,0,0.476190476190476,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,2,1,3,0,0,4.32477142179511,0,0.253731343283582,0,0,0.0,509,88,4,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.84410654481454,0,0.730769230769231,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,3,0,0,4.18852262209335,0,0.783783783783784,0,0,0.0,88,56,0,0,1,0,0,0,0
1,1,0,1,0,0,2,0,0,4.04729909842664,0,0.724137931034483,0,0,0.0,62,37,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.83326968951511,0,0.68,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,2,0,0,4.01930504062989,0,0.466666666666667,0,0,0.0,9,10,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.87806826834552,0,0.764705882352941,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,3,0,0,4.09400016056493,0,0.5,0,0,0.0,0,347,0,0,1,0,0,0,0
1,1,0,1,1,0,4,1,0,4.16906937340607,1,0.468085106382979,0,1,0.0,23,25,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.50186647650336,0,0.408163265306122,0,0,0.0,0,0,3,0,1,0,1,0,0
1,0,0,0,0,1,2,0,0,3.43872187554087,0,0.666666666666667,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.02346518960165,0,0.72,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.92922929667218,0,0.75,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.64559331445115,0,0.714285714285714,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,4.00153101210974,0,0.382978723404255,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,8,1,2,0,0,3.64248967316613,0,0.652173913043478,0,1,0.0,19,1,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.65726822961739,0,0.666666666666667,0,0,0.0,0,147,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,4.01687569576656,0,0.777777777777778,0,0,0.0,211,29,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,4.16638950523773,0,0.477272727272727,0,0,0.0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,1,2,0,0,3.92922929667218,0,0.5625,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,1,0,3.81008102052173,0,0.555555555555556,0,0,0.0,0,0,3,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,4.12614964343903,0,0.320754716981132,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,4,0,0,4.26297904107074,0,0.45945945945946,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,1,0,4.35455244495229,0,0.282608695652174,0,0,0.0,0,0,6,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.01808179397869,0,0.741935483870968,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,2,0,0,4.00436418470814,0,0.758620689655172,0,0,0.0,51,14,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,3.81858864606133,0,0.771428571428572,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,2,0,0,3.91211389097223,0,0.740740740740741,0,1,0.0,0,31,0,0,1,0,0,0,0
0,0,0,0,0,0,3,0,0,4.11169869294386,0,0.435897435897436,0,0,0.0,0,0,4,0,0,0,0,0,0
1,1,0,0,0,1,2,0,0,4.02126849490377,0,0.758620689655172,0,0,0.0,0,3,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.03063906222957,0,0.75,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.94546495249511,0,0.424242424242424,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,2,1,2,0,0,4.14999651670767,0,0.414634146341463,0,0,0.0,509,87,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.74060156295072,0,0.666666666666667,0,0,0.0,1352,628,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,4.1550455468258,0,0.714285714285714,0,0,0.0,258,102,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.87290559532006,0,0.733333333333333,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,3.92095859334435,0,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.81640271664439,0,0.652173913043478,0,0,0.0,294,71,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.2746903818446,0,0.403846153846154,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.82823750184296,0,0.703703703703704,0,0,0.0,83,0,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,4.22217431122406,0,0.783783783783784,0,0,0.0,27,36,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.05525579311239,0,0.5625,0,0,0.0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,2,0,8,3.57393489628406,0,0.666666666666667,0,0,0.0,0,3,0,1,1,0,0,0,0
1,0,0,0,0,1,3,0,18,4.02844515943123,0,0.771428571428572,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,26,3.6714055834425,0,0.692307692307692,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,9,3.98989809546429,0,0.733333333333333,0,1,0.0,20,19,0,9,1,0,0,0,0
1,0,0,0,0,1,2,0,9,4.02085512047121,0,0.764705882352941,0,0,0.0,0,0,0,8,1,0,0,0,0
1,1,0,1,0,1,2,0,9,3.51326968951511,0,0.68,0,0,0.0,30,1,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,32,4.14674033589619,0,0.395348837209302,0,0,0.0,398,1,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,17,3.84922391239063,0,0.652173913043478,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,4,0,8,4.29808398863204,0,0.631578947368421,0,0,0.0,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,2,1,22,3.49922754172336,0,0.619047619047619,0,0,0.0,53,32,0,8,1,0,0,0,0
1,1,0,0,0,0,3,0,49,4.05869496956284,0,0.8,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,9,4.68783128925697,0,0.129496402877698,0,0,0.0,0,5,7,1,1,3,1,0,0
1,1,0,1,0,1,2,1,19,3.44643934467102,0,0.6,0,0,0.0,969,210,0,2,1,0,0,0,0
1,1,0,0,0,1,2,0,8,3.66898695845306,0,0.75,0,1,0.0,98,100,0,2,1,0,0,0,0
1,0,0,0,0,1,3,0,9,4.04697420724848,0,0.4,0,0,0.0,0,0,0,11,1,0,0,0,0
1,0,0,0,0,1,3,0,14,3.6292196865241,0,0.636363636363636,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,0,21,3.78436848759686,0,0.612903225806452,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,2,0,8,3.81031723757278,0,0.815789473684211,0,0,0.0,22,93,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,9,4.0179179007621,1,0.382352941176471,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,18,3.97885008127123,0,0.372093023255814,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,9,4.23326968951511,0,0.32,0,0,0.0,35,32,0,2,1,0,0,0,0
1,1,0,1,0,1,2,0,9,3.57243125132212,0,0.611111111111111,0,0,0.0,492,132,0,2,1,0,0,0,0
1,0,0,0,0,1,5,0,16,3.91555328506335,0,0.783783783783784,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,14,3.68970373219955,0,0.666666666666667,0,0,0.0,0,0,0,8,0,0,0,0,0
1,1,0,0,0,1,3,0,9,4.08041451398524,0,0.45945945945946,0,0,0.0,0,136,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,9,4.20706738639996,0,0.416666666666667,0,1,0.0,76,58,0,2,1,0,1,0,0
1,1,0,0,0,1,2,0,15,3.84888461662912,0,0.741935483870968,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,13,4.50577480084884,0,0.196969696969697,0,0,0.0,0,3,4,1,0,0,0,0,0
1,1,0,1,0,1,3,0,9,3.41308843642576,0,0.636363636363636,0,0,0.0,169,76,0,2,0,0,0,0,0
1,0,0,0,0,0,3,0,41,4.05778104376961,0,0.326086956521739,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,2,0,8,3.60693673217532,0,0.681818181818182,0,0,0.0,0,0,0,2,1,0,0,0,0
1,0,0,0,0,1,2,0,21,3.93624341298306,0,0.733333333333333,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,2,0,15,3.66353275480425,0,0.636363636363636,0,1,0.0,1,13,0,0,1,0,0,0,0
1,1,0,0,0,0,3,1,8,4.16298074422591,1,0.564102564102564,0,0,0.0,1,86,3,2,1,0,0,0,0
1,0,0,0,0,1,2,0,8,3.42733349389827,0,0.619047619047619,0,0,0.0,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,2,0,24,4.05656476213096,0,0.766666666666667,0,0,0.0,11,21,0,2,1,0,0,0,0
1,1,0,0,0,1,2,0,35,4.02126849490377,0,0.724137931034483,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,52,3.94035104292869,0,0.777777777777778,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,9,4.0092869265055,0,0.212765957446809,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.17174377806719,0,0.340425531914894,0,0,0.0,0,0,4,0,0,0,0,0,0
1,0,0,0,0,1,4,0,0,4.20483401847097,0,0.428571428571429,0,0,0.0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,3,0,0,4.14597217184024,0,0.473684210526316,0,1,0.0,472,1467,4,0,1,0,0,0,0
1,0,0,0,0,1,3,1,0,3.72012877743319,0,0.636363636363636,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.82393489628406,0,0.666666666666667,0,0,0.0,45,0,0,0,1,0,0,0,0
1,1,0,1,8,1,2,0,0,3.91211389097223,0,0.740740740740741,0,1,0.0,22,14,0,0,1,0,0,0,0
1,0,0,0,0,0,4,0,0,4.03577868177861,1,0.553191489361702,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,3,0,0,4.39030058683525,0,0.226415094339623,0,0,0.0,685,93,9,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,4.12706563089337,0,0.41304347826087,0,0,0.0,0,292,2,0,1,0,0,0,0
1,0,0,0,0,1,3,1,0,4.35993001184588,0,0.339622641509434,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.5804621997271,0,0.730769230769231,0,1,0.0,7,42,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.25500382698401,0,0.277777777777778,0,0,0.0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,3,0,0,4.35006891061644,0,0.357142857142857,0,0,0.0,0,136,5,0,1,0,1,0,0
1,0,0,0,0,1,3,0,0,4.11583409216322,0,0.315789473684211,0,0,0.0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,3,0,0,4.54101852175928,0,0.189873417721519,0,0,0.0,136,45,6,0,1,2,1,0,0
1,1,0,1,2,1,2,0,0,4.08955245256067,0,0.515151515151515,0,0,0.0,509,77,1,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.55851861304891,0,0.619047619047619,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.65726822961739,0,0.666666666666667,0,0,0.0,12,4,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,3.81437194317963,0,0.758620689655172,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,3.8154107252427,0,0.714285714285714,0,1,0.0,78,76,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.06978611199742,0,0.442307692307692,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.36804242257272,0,0.619047619047619,0,0,0.0,6,8,0,0,1,0,0,0,0
1,1,0,1,2,1,3,0,0,3.95951854910304,0,0.333333333333333,0,0,0.0,509,78,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.78175365558017,0,0.305555555555556,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,3.90563906222957,0,0.75,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0,3.84313906222957,0,0.75,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.93957226198672,0,0.733333333333333,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,2,0,0,3.81366068968819,0,0.72,0,0,0.0,49,34,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.91130614599952,0,0.771428571428572,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,2,0,0,4.24301015955486,0,0.8,0,0,0.0,407,70,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.04427705884096,0,0.274509803921569,0,0,0.0,0,41,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.66122625626979,0,0.692307692307692,0,0,0.0,59,17,0,0,1,0,0,0,0
1,0,0,0,0,1,4,0,0,4.36028831850946,0,0.422535211267606,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.54643934467102,0,0.6,0,1,0.0,128,90,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.2089873002588,0,0.409090909090909,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,2,1,2,0,0,3.97756715711693,0,0.425,0,0,0.0,509,75,0,0,1,0,0,0,0
1,0,0,0,0,0,4,1,0,3.68200581476021,0,0.714285714285714,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,2,0,0,3.94454882778696,0,0.78125,0,1,0.0,27,23,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.87314067951313,0,0.730769230769231,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,4.08418371977919,0,0.8,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.86198351303561,0,0.757575757575758,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,2,0,0,3.67326968951511,0,0.68,0,0,0.0,37,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,4.03230324274395,0,0.703703703703704,0,0,0.0,61,41,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,4.31865337367476,0,0.511111111111111,0,0,0.0,11,55,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,3.88904953591417,0,0.741935483870968,0,0,0.0,19,12,0,0,1,0,0,0,0
1,1,0,1,0,0,3,0,0,4.16429908806447,0,0.771428571428572,0,1,0.0,30,44,0,0,0,0,0,0,0
1,1,0,0,0,1,3,0,0,4.16429908806447,0,0.771428571428572,0,1,0.0,29,32,2,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,3.91340074566138,0,0.774193548387097,0,0,0.0,1,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.93872187554087,0,0.708333333333333,0,1,0.0,83,70,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.19000799357054,0,0.296296296296296,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.06806759319586,0,0.321428571428571,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.35866107441631,0,0.272727272727273,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.7489948035251,0,0.619047619047619,0,0,0.0,203,47,1,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.72307418942857,0,0.68,0,0,0.0,109,44,0,0,1,0,0,0,0
1,1,0,0,0,0,3,1,0,4.04718240301417,0,0.5,0,1,0.0,12,5,0,0,1,0,0,0,0
1,1,0,1,2,1,3,0,0,3.9061983328101,0,0.425,0,0,0.0,510,75,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.05602096805788,0,0.730769230769231,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.99865254687817,0,0.764705882352941,0,0,0.0,0,0,0,0,0,0,0,0,0
1,1,0,1,2,1,3,0,0,4.16589420839002,0,0.404761904761905,0,0,0.0,509,77,1,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.49060156295072,0,0.666666666666667,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.96501826628863,0,0.78125,0,1,0.0,130,76,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.89806851205884,0,0.766666666666667,0,0,0.0,194,133,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.85619629821938,0,0.703703703703704,0,0,0.0,3,5,0,0,1,0,0,0,0
1,0,0,0,0,0,3,0,0,4.16298074422591,0,0.794871794871795,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,4.09023401214514,0,0.758620689655172,0,0,0.0,36,4,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.17873829020436,0,0.447368421052632,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.02085512047121,0,0.794117647058824,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,3.46857662968787,0,0.695652173913044,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,3.76718346789146,0,0.692307692307692,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,4,1,0,3.9339903577563,0,0.454545454545455,0,0,0.0,137,52,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,3.99719987020791,1,0.536585365853659,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.93872187554087,0,0.708333333333333,0,1,0.0,71,27,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.93618043412976,0,0.652173913043478,0,0,0.0,0,3,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.67531086891237,0,0.652173913043478,0,0,0.0,2,0,0,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.37401622126886,0,0.244897959183673,0,0,0.0,181,0,8,0,1,0,0,0,0
1,0,0,0,0,1,3,0,0,4.33901688122819,0,0.307692307692308,0,0,0.0,0,0,6,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,4.09023401214515,0,0.724137931034483,0,0,0.0,110,46,0,0,1,0,0,0,0
1,1,0,1,0,1,3,1,0,3.60693673217532,0,0.681818181818182,0,1,0.0,15,11,0,0,1,0,0,0,0
1,0,0,1,0,1,2,0,0,3.70346518960165,0,0.72,0,1,0.0,141,39,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,4.0667842134731,0,0.774193548387097,0,0,0.0,0,3,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.71813906222957,0,0.75,0,0,0.0,2,3,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.78212222414531,0,0.703703703703704,0,1,0.0,96,32,0,0,0,0,0,0,0
1,0,0,0,0,1,3,0,0,4.29642681269415,0,0.279411764705882,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,2,0,0,3.95531131663401,0,0.342105263157895,0,0,0.0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,1,2,0,0,4.00952395947516,0,0.805555555555556,0,0,0.0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,0,0,4.17337398770379,0,0.418604651162791,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.42733349389827,0,0.619047619047619,0,1,0.0,0,13,0,0,1,0,0,0,0
0,0,0,0,0,0,4,0,0,4.42146788019945,0,0.48,0,0,0.0,0,0,2,0,1,0,1,0,0
1,0,0,0,0,0,3,0,0,4.128123183516,0,0.305555555555556,0,0,0.0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,4,0,0,4.04598035801278,1,0.439024390243902,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,1,0,2,0,0,3.9928705166359,0,0.8,0,0,0.0,0,18,0,0,1,0,0,0,0
1,1,0,0,0,1,3,0,0,4.20780812363404,0,0.545454545454545,0,0,0.0,0,0,2,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.53831059561501,0,0.636363636363636,0,0,0.0,6,3,0,0,1,0,0,0,0
1,1,0,0,0,1,2,0,0,3.65726822961739,0,0.666666666666667,0,0,0.0,74,2,0,0,1,0,0,0,0
1,1,0,1,0,1,3,0,0,3.8828142771034,0,0.789473684210526,0,1,0.0,11,13,0,0,1,0,0,0,0
1,1,0,1,0,1,2,0,0,3.46328051781081,0,0.619047619047619,0,1,0.0,0,48,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,4.13520306731372,0,0.385964912280702,0,0,0.0,0,0,0,0,1,0,0,0,0
1,1,0,1,2,1,2,0,0,3.8852464442132,0,0.414634146341463,0,0,0.0,509,76,0,0,1,0,0,0,0
1,0,0,0,0,1,2,0,0,3.93027037229346,0,0.740740740740741,0,0,0.0,0,0,1,0,0,0,0,0,0
